mx_host,asn,asn_name,domain_count
mx1.emailowl.com,20473,"AS-VULTR, US",5
mail.yaxmail.net,24940,"HETZNER-AS, DE",3
mail.yaxmail.net,14061,"DIGITALOCEAN-ASN, US",2
relay.ws.ws,3561,"CENTURYLINK-LEGACY-SAVVIS, US",5
mx001.netsol.xion.oxcs.net,29838,"AMC, US",5
mx1.mytemp.email,60118,"CYBERSMARTSOLUTIONS-AS, RO",5
mail.parktons.com,20473,"AS-VULTR, US",5
mx.unaux.com,34119,"WILDCARD-AS Wildcard UK Limited, GB",5
mx1.r4l.com,16276,"OVH, FR",5
mx.firstmail.ltd,13335,"CLOUDFLARENET, US",5
smtp7.opayq.com,14618,"AMAZON-AES, US",5
mail11.mymailcheap.com,16276,"OVH, FR",5
mail.incognitomail.co,14618,"AMAZON-AES, US",3
mail.incognitomail.co,16509,"AMAZON-02, US",2
mail10.mymailcheap.com,16276,"OVH, FR",5
fpo9.mail.dk,8677,"WORLDLINE, FR",5
mx.circlebpo.com,397423,"TIER-NET, US",5
mx1.us.mailhop.org,16509,"AMAZON-02, US",5
mx2.den.yt,36352,"AS-COLOCROSSING, US",5
mx-caprica.zoneedit.com,16686,"EDNS, CA",5
mx02.memail.com,24940,"HETZNER-AS, DE",5
mx1.tmdhosting.com,32475,"SINGLEHOP-LLC, US",5
mail.solpay.gg,53667,"PONYNET, US",5
mw-002.cafe24.com,4766,"KIXS-AS-KR Korea Telecom, KR",5
mail.virtualnetia.de,197540,"NETCUP-AS netcup GmbH, DE",5
www386.your-server.de,24940,"HETZNER-AS, DE",5
atlas-cz-10mx1.eco-mx.cz,43614,"ECONOMIA-, CZ",5
handle.catchemail.ml,16509,"AMAZON-02, US",5
mail.spammail.me,14061,"DIGITALOCEAN-ASN, US",5
mail.secludedhusky.com,31863,"DACEN-2, US",5
temporary-mail.paicha.cloud,131965,"XSERVER Xserver Inc., JP",4
mx-caprica.easydns.com,16686,"EDNS, CA",4
2025.168dns168.com,209242,"CLOUDFLARESPECTRUM Cloudflare, Inc., US",4
mail1.no-ip.com,14627,"NOIP-VITAL, US",4
auxmx4.darkprobe.com,14061,"DIGITALOCEAN-ASN, US",4
echo.mxrouting.net,46261,"QUICKPACKET, US",4
mail.ephemeralpostal.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",4
mail.cresvyn.cfd,203446,"AS203446, GB",4
mail.androl.cfd,203446,"AS203446, GB",4
mx1.forwardmx.io,212317,"HETZNER-CLOUD3-AS, DE",4
mail.accountsite.me,15685,"CASABLANCA-AS Internet & Collocation Provider, CZ",2
mail.accountsite.me,60592,"GRANSY Gransy s.r.o. gransy.com, CZ",2
mx1.alastyr.com,3188,"ALASTYR, TR",4
mx2.r4l.com,16276,"OVH, FR",4
tempmail10.com,24940,"HETZNER-AS, DE",4
mx-biz.mail.am0.yahoodns.net,26101,"YAHOO-BF1, US",3
mx-biz.mail.am0.yahoodns.net,36647,"YAHOO-GQ1, US",1
fwd0.hosts.co.uk,8622,"ISIONUK Team Blue Internet Services UK Ltd, GB",4
taylor.mxrouting.net,24940,"HETZNER-AS, DE",4
mx.rf.gd,34119,"WILDCARD-AS Wildcard UK Limited, GB",4
spamrelay.zxcs.nl,206281,"AS-ZXCS, NL",4
mx2.pub.mailpod14-cph3.one.com,51468,"ONECOM, DK",4
ms01-los.cloudsyhosting.com,6939,"HURRICANE, US",4
mx1.startmail.com,28685,"ASN-ROUTIT, NL",4
mx1-eu1.ppe-hosted.com,52129,"PROOFPOINT-ASN-EU, US",4
mail.genmacos.com,40021,"CONTABO-40021, US",4
mx.spamexperts.com,16633,"I-3, US",4
mxdomain.qq.com,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",4
mxdm-ap-southeast-1.aliyun.com,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",4
aspmx.daum.net,7625,"DAUM-AS Kakao Corp, KR",4
mail.adbidio.com,16276,"OVH, FR",4
mx1.dreamhost.com,26347,"DREAMHOST-AS, US",4
mail.webador.com,396982,"GOOGLE-CLOUD-PLATFORM, US",4
mail.jtw.dk,24940,"HETZNER-AS, DE",4
sequoia.dino.icu,31898,"ORACLE-BMC-31898, US",4
alt1.cloudcone.mx,35916,"MULTA-ASN1, US",4
mail.chi.mailserver.vg,36352,"AS-COLOCROSSING, US",4
mail.fviadropinbox.com,14061,"DIGITALOCEAN-ASN, US",4
mail1.smtp99.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",4
mx1.e4ward.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",4
mx.mailprotect.be,34762,"COMBELL-AS, BE",4
mx2.mail.hostpoint.ch,29097,"HOSTPOINT-AS, CH",4
fusion.mxrouting.net,46261,"QUICKPACKET, US",4
mx.epizy.com,34119,"WILDCARD-AS Wildcard UK Limited, GB",4
mx01.hornetsecurity.com,25394,"MK-NETZDIENSTE-AS, DE",4
mx3.freeola.com,3257,"GTT-BACKBONE GTT, US",4
mx00.ionos.es,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",4
mx186.m2bp.com,14061,"DIGITALOCEAN-ASN, US",4
mail.guerrillamail.com,60781,"LEASEWEB-NL-AMS-01 Netherlands, NL",4
loti3.papierkorb.me,24940,"HETZNER-AS, DE",4
mxb.tempamail.com,14061,"DIGITALOCEAN-ASN, US",4
mail.unbox.at,24940,"HETZNER-AS, DE",4
primium1.mailtam.com,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",4
mx01.101webmail.com,24940,"HETZNER-AS, DE",4
mail.spambox.xyz,35916,"MULTA-ASN1, US",4
qiye163mx01.mxmail.netease.com,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",4
srv.tempmail.de,197540,"NETCUP-AS netcup GmbH, DE",4
mx1.tld-mx.com,327979,"DIAMATRIX, ZA",3
mail.meshmail.info,14061,"DIGITALOCEAN-ASN, US",3
smtp1.mwmail.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",3
mx.1secmail.com,16276,"OVH, FR",3
mx1.cloudhosting.uk,12488,"KRYSTAL, GB",3
sv62.ifastnet11.org,34119,"WILDCARD-AS Wildcard UK Limited, GB",3
mx-mail.asoftware.net,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",3
mail.dnsexit.com,54489,"CORESPACE-DAL, US",3
mx4.arrivalserver.com,213230,"HETZNER-CLOUD2-AS, DE",3
mail.azurien.cfd,203446,"AS203446, GB",3
mail.cybertemp.xyz,203446,"AS203446, GB",3
mail.delvionis.cfd,203446,"AS203446, GB",3
db.obninsk.biz,8636,"MAXNET Russia, RU",3
mx.tempmail365.com,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",3
mx01.mail-redirect.de,24940,"HETZNER-AS, DE",3
mf1.nic.ru,48287,"RU-CENTER, RU",3
mx00.1and1.com,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",3
mx1c28.carrierzone.com,30447,"INFB2-AS, CA",3
box.ywitio.com,16276,"OVH, FR",3
mx1.zenbox.pl,31229,"PL-BEYOND-AS, PL",3
mx.zoho.com.au,139006,"ZCPL-AS-AP Zoho Corporation PTY LTD, AU",3
ezmail.pro,135905,"VNPT-AS-VN VIETNAM POSTS AND TELECOMMUNICATIONS GROUP, VN",3
mx2.simplelogin.co,62371,"PROTON, CH",3
plsmtp1.hushmail.com,13768,"COGECO-PEER1, CA",3
mx1.hanami.run,24940,"HETZNER-AS, DE",3
mail.myriadmail.com,25820,"IT7NET, CA",3
mx.imatrixbase.com,32491,"TUCOWS-3, CA",3
mx-01.kurumsaleposta.com,34619,"CIZGI, TR",3
mx1.pub.mailpod12-cph3.one.com,51468,"ONECOM, DK",3
glacier.mxrouting.net,46261,"QUICKPACKET, US",3
bounce.argewebhosting.nl,48635,"CLDIN-NL Your Hosting B.V. part of Your.Online, NL",3
mx03.secure-mailgate.com,45012,"CLOUDPIT, DE",3
mx1.vixmalls.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",3
mail.biomails.com,24940,"HETZNER-AS, DE",3
us2.mx2.mailhostbox.com,46606,"UNIFIEDLAYER-AS-1, US",3
mx1.krystal.uk,12488,"KRYSTAL, GB",3
mailforward41.cloudns.net,43350,"NFORCE, NL",3
mail.lima-city.de,47447,"TTM, DE",3
mxin5.virginmedia.com,6830,"LIBERTYGLOBAL Liberty Global formerly UPC Broadband Holding, aka AORTA, NL",3
mx1.hostinger.com.br,13335,"CLOUDFLARENET, US",3
mail.0du.win,35916,"MULTA-ASN1, US",3
mail.mailer-host.com,14061,"DIGITALOCEAN-ASN, US",2
mail.mailer-host.com,213230,"HETZNER-CLOUD2-AS, DE",1
li585-225.members.linode.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",3
mailstore1.secureserver.net,398101,"GO-DADDY-COM-LLC, US",3
mx02.nicmail.ru,48287,"RU-CENTER, RU",3
w00d732b.kasserver.com,34788,"NMM-AS D - 02742 Friedersdorf Hauptstrasse 68, DE",3
mail.afraid.org,36351,"SOFTLAYER, US",3
mx.rovixdropinbox.rovix.cloud,36352,"AS-COLOCROSSING, US",3
mailforward1.cloudns.net,205787,"PUBLICLOUD, BG",3
smtp-in.sfr.fr,15557,"LDCOMNET --- I3Dnet ---, FR",3
mx4.pub.mailpod11-cph3.one.com,51468,"ONECOM, DK",3
moose.mxrouting.net,46261,"QUICKPACKET, US",3
mx.coxmail.com,29838,"AMC, US",2
mx.coxmail.com,16276,"OVH, FR",1
mx1.domain.temporable.com,24940,"HETZNER-AS, DE",3
mail.costcosaletracker.com,400587,"RYAMER, US",3
aero4.externalemail.com,14061,"DIGITALOCEAN-ASN, US",3
mx.temporarymail.cc,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",3
blizzard.mxrouting.net,46261,"QUICKPACKET, US",3
mail.dispomail.xyz,965,"WEBHOSTINGHOLDINGS, US",3
mx002.netsol.xion.oxcs.net,29838,"AMC, US",3
mx186.mb1p.com,14061,"DIGITALOCEAN-ASN, US",3
mxw.263.net,14061,"DIGITALOCEAN-ASN, US",3
reject1.heluna.com,14618,"AMAZON-AES, US",3
mailcluster.loopia.se,39570,"LOOPIA, SE",3
mail.emziegz.com,203446,"AS203446, GB",3
mx.buzondecorreo.com,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",3
mx.rcn.com,31898,"ORACLE-BMC-31898, US",3
mail.fakeemail.net,24940,"HETZNER-AS, DE",3
mail.skrimple.net,212317,"HETZNER-CLOUD3-AS, DE",3
mail.mailfastcoder.com,35876,"VOLTNET-01 -03, US",3
mx01.dm.aliyun.com,37963,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",3
mx02.mail.icloud.com,714,"APPLE-ENGINEERING, US",3
mx.runbox.com,50304,"BLIX, NO",3
alt4.aspmx.l.google.com,15169,"GOOGLE, US",3
mx.ezyro.com,34119,"WILDCARD-AS Wildcard UK Limited, GB",3
alt3.aspmx.l.google.com,15169,"GOOGLE, US",3
mail16.serv00.com,57367,"ECO-ATMAN-PL ECO-ATMAN-, PL",2
mail16.serv00.com,15694,"ATMAN-ISP-AS ATM S.A., PL",1
mx0001.neo.space,14618,"AMAZON-AES, US",2
mx0001.neo.space,16509,"AMAZON-02, US",1
cloud.hostega.eu,61272,"IST-AS, LT",3
mx0.email,51167,"CONTABO, DE",3
mail.fvds.ru,29182,"RU-JSCIOT, RU",3
mx.kindamail.com,14061,"DIGITALOCEAN-ASN, US",3
mail.nickstel.com,213230,"HETZNER-CLOUD2-AS, DE",2
mail.nickstel.com,14061,"DIGITALOCEAN-ASN, US",1
postamt.it.nrw.de,43066,"IT-NRW, DE",3
xin.kimhoangsieunhan.com,20473,"AS-VULTR, US",3
mxlb.ispgateway.de,34011,"GD-EMEA-DC-CGN1, DE",3
mx.domeneshop.no,12996,"DOMENESHOP Oslo, Norway, NO",3
mail.sexfrance.me,203446,"AS203446, GB",3
mail.x-box.in,47583,"AS-HOSTINGER, CY",3
crowdpress.it,16509,"AMAZON-02, US",3
mx.mailgw.com,14618,"AMAZON-AES, US",3
inmx.rambler.ru,24638,"RAMBLER-TELECOM-AS, RU",3
mx.zohomail.com,2639,"ZOHO-AS, US",3
mx01.memail.com,24940,"HETZNER-AS, DE",3
mx1.tempmail.world,214902,"PFWEBSOLUTIONS, DK",3
m1.feishu.cn,16509,"AMAZON-02, US",3
witcher.mxrouting.net,46261,"QUICKPACKET, US",3
random-us-1.pinmx.com,14061,"DIGITALOCEAN-ASN, US",3
mx01.xnote.us,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",3
232.o74.org,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",3
mail.svsrv.ru,8359,"MTS, RU",3
mail.tempmail.net,198203,"ASN-ROUTELABEL, NL",3
mx1.mijndomein.nl,211993,"SOVERIN, NL",2
mail.juvanta.cfd,203446,"AS203446, GB",2
mail.dildoe.cfd,58087,"FLORIANKOLB, DE",2
richardyee-mx-test.asanatest1.us,16509,"AMAZON-02, US",2
mx.ym.163.com,139203,"CHINANET-GUIZHOU-GUIAN-IDC Guizhou GuiAn IDC, CN",2
188mx01.mxmail.netease.com,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",2
mx1c45.carrierzone.com,30447,"INFB2-AS, CA",2
server-207-244-255-85.da.direct,40021,"CONTABO-40021, US",2
mta.21cn.com,58466,"CT-GUANGZHOU-IDC CHINANET Guangdong province network, CN",1
mta.21cn.com,135089,"CHINANET-GUANGZHOU-SOUTHBASE-IDC China Telecom, CN",1
mx1.daemonmail.net,16509,"AMAZON-02, US",2
mx-parked.serveriai.lt,212531,"INTERNETO-VIZIJA, LT",2
mail.sylentha.cfd,203446,"AS203446, GB",2
webmail.unlinkedgames.com,36352,"AS-COLOCROSSING, US",2
mx1.mailhop.us,16509,"AMAZON-02, US",2
mail5.serv00.com,57367,"ECO-ATMAN-PL ECO-ATMAN-, PL",2
plesk-server.folderz.nl,208258,"ACCESS2IT Access2.IT Network, NL",2
mail.avc5.icu,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",2
london.mxroute.com,49981,"WORLDSTREAM, NL",2
mail.avc3.icu,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",2
mail.epiclink.net,24940,"HETZNER-AS, DE",2
mail.aliasvault.net,24940,"HETZNER-AS, DE",2
mx3.r4l.com,16276,"OVH, FR",2
antispam2.ihs.com.tr,49126,"AS49126, TR",2
mx364.umbler.com,53057,"RedeHost Internet Ltda., BR",2
mx.all-harmless.domains,396982,"GOOGLE-CLOUD-PLATFORM, US",2
safari.mxrouting.net,46261,"QUICKPACKET, US",2
2.rack-host.net,33724,"BIZNESSHOSTING-DBA-VOLICO, US",2
redir.epik.com,394456,"EPIK-LLC, US",2
mailgate1.isp-cosimo.de,21413,"ENVIA-TEL-AS D-09114 Chemnitz, DE",2
alt1.mailconnectnow.com,25697,"UPCLOUDUSA, US",2
mx.dcentmail.com,269800,"NTERCONEXION HN S.A, HN",2
mail.arcentra.cfd,203446,"AS203446, GB",2
mx2.reg365.net,8622,"ISIONUK Team Blue Internet Services UK Ltd, GB",2
mail.gw.010101.org,24940,"HETZNER-AS, DE",2
mx00.ionos.mx,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",2
mx.online.net,12876,"Online SAS, FR",2
mx.transip.email,20857,"TRANSIP-AS Amsterdam, the Netherlands, NL",2
anonbox.net,50472,"CHAOS-AS, DE",2
mx00.ionos.it,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",2
mx0.lcn.com,8622,"ISIONUK Team Blue Internet Services UK Ltd, GB",2
mx1-us.emailsecurity.app,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",2
mx1.hostinger.lt,13335,"CLOUDFLARENET, US",2
mx-01-us-east-2.prod.hydra.sophos.com,16509,"AMAZON-02, US",2
mail.neomails.com,46475,"LIMESTONENETWORKS, US",2
box.zeromail.link,24940,"HETZNER-AS, DE",2
mx3.oderland.com,44136,"ASODERLAND, SE",2
wes1-mx1.wedos.net,197019,"WEDOS, CZ",2
mx.soverin.net,211993,"SOVERIN, NL",2
mail.email4edu.com,20738,"GD-EMEA-DC-LD5, GB",2
mail.dhfmail.com,174,"COGENT-174, US",2
mail.brevionix.cfd,203446,"AS203446, GB",2
mx.bt.prod.cloud.openwave.ai,31898,"ORACLE-BMC-31898, US",2
mx1.hostinger.com.ua,13335,"CLOUDFLARENET, US",2
mx.buyprosemedicine.com,32475,"SINGLEHOP-LLC, US",2
mx1.arandomserver.com,20068,"HAWKHOST, CA",2
mail.clyvantis.cfd,203446,"AS203446, GB",2
mail.cash9.com,14061,"DIGITALOCEAN-ASN, US",2
mx1.hostinger.pk,13335,"CLOUDFLARENET, US",2
mail.designtile.info,16276,"OVH, FR",2
mail.casinus.xyz,203446,"AS203446, GB",2
mx.centurylink.net,14618,"AMAZON-AES, US",1
mx.centurylink.net,16509,"AMAZON-02, US",1
redbull.mxrouting.net,46261,"QUICKPACKET, US",2
missioninbox.outboxment.com,20473,"AS-VULTR, US",2
mxfwd-a727f3f63d8ff04d.elb.eu-central-1.amazonaws.com,16509,"AMAZON-02, US",2
mailforward101.cloudns.net,43350,"NFORCE, NL",2
mx1.1984.is,44925,"THE-1984-AS, IS",2
mail.mtempmail.com,51167,"CONTABO, DE",2
m1.emailowl.com,14061,"DIGITALOCEAN-ASN, US",2
mx.great-site.net,34119,"WILDCARD-AS Wildcard UK Limited, GB",2
srv4.unstablemail.com,14061,"DIGITALOCEAN-ASN, US",2
mx2.pub.mailpod5-cph3.one.com,51468,"ONECOM, DK",2
mail.craventry.cfd,203446,"AS203446, GB",2
mail.shitmail.org,16276,"OVH, FR",2
smtp-in0.prod0.webspace.bz,48596,"INWX, DE",2
mx.domainparking.de,13335,"CLOUDFLARENET, US",2
mx.mailtrap.monster,16276,"OVH, FR",2
mail.tmbi.co.uk,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",2
us-smtp-inbound-2.mimecast.com,30031,"MIMECAST-, US",2
mx1.flockmail.com,16509,"AMAZON-02, US",1
mx1.flockmail.com,14618,"AMAZON-AES, US",1
mx1.hostinger.mx,13335,"CLOUDFLARENET, US",2
mx.mytemp.email,60118,"CYBERSMARTSOLUTIONS-AS, RO",2
mx.zoho.com.cn,4812,"CHINANET-SH-AP China Telecom Group, CN",1
mx.zoho.com.cn,9308 9802,,1
gfrault2.hostarmada.net,16276,"OVH, FR",2
akika-pl.mail.protection.outlook.com,8075,"MICROSOFT-CORP-MSN-AS-BLOCK, US",2
sl.monopato.com,29066,"VELIANET-AS velia.net Internetdienste GmbH, DE",2
mailin.mx-hub.eu,29134,"IGNUM-AS Czech Republic, CZ",2
mail.edumaili.com,42846,"GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR",2
mailfilter.domainorderdns.nl,39704,"CJ2-AS, NL",2
mail.eldeninfo.xyz,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",2
mx-proxy501.heteml.jp,7506,"INTERQ GMO Internet Group, Inc., JP",2
mail.elumetra.cfd,203446,"AS203446, GB",2
mx-ha02.web.de,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",2
mail.korsarfive.com,211522,"HYPERCORELTD, GB",2
mail.floopa.com,24940,"HETZNER-AS, DE",2
forward.yoursrs.com,25151,"CYSO-AS, NL",2
mail.tempail.com.tr,42846,"GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR",2
mx.maximail.fyi,24940,"HETZNER-AS, DE",2
ghost.mxroute.com,24940,"HETZNER-AS, DE",2
mx3.pub.mailpod12-cph3.one.com,51468,"ONECOM, DK",2
mail.voonoo.net,24940,"HETZNER-AS, DE",2
mail.outlssk.com,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",2
tempemailer.org,23352,"SERVERCENTRAL, US",2
mailser.temp-mail.gg,51167,"CONTABO, DE",2
mx0.mail7.freehost.com.ua,42331,"FREEHOST, UA",2
imap.tempemail.co,211001,"TTR-GROUP, HK",2
eforward6.registrar-servers.com,22612,"NAMECHEAP-NET, US",2
mail.lvovs.com,24940,"HETZNER-AS, DE",2
mxint02.1and1.com,8560,"IONOS-AS This is the joint network for IONOS, Fasthosts, Arsys, 1&1 Mail and Media and 1&1 Telecom. Formerly known as 1&1 Internet SE., DE",2
smtp01.tempermail.com,14061,"DIGITALOCEAN-ASN, US",2
xaviestore.xyz,199695,"ANYM-NET, ID",2
mx.gwsberlin.de,3320,"DTAG Internet service provider operations, DE",2
gishpuppy.com,45146,"RAJASA-AS-ID-AP PT. Raja Sepadan Abadi, ID",2
mail.itempmails.com,212531,"INTERNETO-VIZIJA, LT",2
mx1c40.carrierzone.com,30447,"INFB2-AS, CA",2
mail.gwhc.net,6327,"SHAW, CA",2
mx1.changeip.com,18403,"FPT-AS-AP FPT Telecom Company, VN",2
primary.yourfilter.nl,48635,"CLDIN-NL Your Hosting B.V. part of Your.Online, NL",2
imsmx1.netvigator.com,4760,"HKTIMS-AP HKT Limited, HK",2
inbound.mail.naiadsystems.com,11608,"ATG-11608, US",2
mail.gweb.hu,16276,"OVH, FR",2
freyja.panascais.email,34549,"MEER-AS meerfarbig GmbH & Co. KG, DE",2
mail.love-your.mom,44486,"SYNLINQ synlinq.de, DE",2
mail.nomorix.cfd,203446,"AS203446, GB",2
kr1-aspmx1.worksmobile.com,23576,"NHN-AS-KR NAVER Cloud Corp., KR",2
mail.getnede.com,16509,"AMAZON-02, US",2
mail79.conoha.ne.jp,7506,"INTERQ GMO Internet Group, Inc., JP",2
inbound.postmarkapp.com,14618,"AMAZON-AES, US",2
smtp1.lerelaisinternet.com,8362,"245 Boulevard de Tournai, FR",2
smtp1-msp.securence.com,10242,"USINTERNET, US",2
gateway.cliffmail.com,197540,"NETCUP-AS netcup GmbH, DE",2
mx-2.dpoczta.pl,48896,"DHOSTING-AS Warsaw, Poland, PL",2
mail.kd2.org,16276,"OVH, FR",2
safetymail.info,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2
mta1.youcan.shop,13335,"CLOUDFLARENET, US",2
mx-stp.mail.saunalahti.fi,719,"ELISA-AS ELISA OYJ, FI",2
e.nm.ru,42775,"DSRT-NET, GB",2
mail1.small.pl,57367,"ECO-ATMAN-PL ECO-ATMAN-, PL",2
mx1.hostinger.fr,13335,"CLOUDFLARENET, US",2
mx.lsyx.me,906,"DMIT, US",2
mail.machineitservices.com,16276,"OVH, FR",2
reception.mail-tester.com,16276,"OVH, FR",2
mail.openlandguide.xyz,45102,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",2
mx1.mail4qa.com,14061,"DIGITALOCEAN-ASN, US",1
mx1.mail4qa.com,60068,"CDN77 _, GB",1
mail.mail7.fun,16276,"OVH, FR",2
mail.tempmailusa.com,24940,"HETZNER-AS, DE",2
mail.mailinater.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2
niepodam.pl,16276,"OVH, FR",2
mail.smtpreply.com,29028,"COMPUKOS-AS, NL",2
mx.netidentity.com.cust.hostedemail.com,15348,"TUCOWS, CA",2
gulvmoppe.alphacron.de,28748,"ALPHACRON-AS AlphaCron Datensysteme, DE",2
mx.maximail.vip,24940,"HETZNER-AS, DE",2
mx.postbox.uno,214996,"NETCUP, DE",2
mx0.ovh.net,16276,"OVH, FR",2
email.tdbnet.it,12874,"FASTWEB, IT",2
mx1c25.carrierzone.com,30447,"INFB2-AS, CA",2
mailblinker.com,47583,"AS-HOSTINGER, CY",2
smtp.mmosolution.org,135932,"VNDATA-AS-VN Viet Storage Technology Joint Stock Company, VN",2
mail.muamail.net,50131,"SPARTANHOST, GB",2
mumara.email,400384,"HOSTINGS-HOUSE-, US",2
mx.enmail.co,52148,"ENIXLTD, GB",2
mx.paubox.com,16509,"AMAZON-02, US",2
smtp-receiver.re146.dev,24940,"HETZNER-AS, DE",2
nak-mail.de,16276,"OVH, FR",2
asl2.h-e-s.de,3209,"VODANET International IP-Backbone of Vodafone, DE",2
nguyenngocanhtu.com,135918,"DVS-AS-VN VIET DIGITAL TECHNOLOGY LIABILITY COMPANY, VN",2
fwd1.hosts.co.uk,8622,"ISIONUK Team Blue Internet Services UK Ltd, GB",2
mail.htom.online,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",2
mail.novyrix.cfd,203446,"AS203446, GB",2
au-smtp-inbound-2.mimecast.com,136792,"MIMECAST-AS-AP Mimecast Australia Pty Ltd, AU",2
server-1762502973.cuiqiu.vip,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",2
mail.xcode.ro,14061,"DIGITALOCEAN-ASN, US",2
mx.altice.prod.cloud.openwave.ai,31898,"ORACLE-BMC-31898, US",2
mx2.telenet-ops.be,6848,"TELENET-AS, BE",2
aspmx2.googlemail.com,15169,"GOOGLE, US",2
mx.temp-mailfree.com,8888,"XTOM xTom Pty Ltd, AU",2
mx2.emailsrvr.com,27357,"RACKSPACE, US",2
smtp.rzone.de,6724,"STRATO STRATO AG, DE",2
mail.littlehostingcompany.com,24940,"HETZNER-AS, DE",2
mail.bccto.me,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2
fwd2.hosts.co.uk,8622,"ISIONUK Team Blue Internet Services UK Ltd, GB",2
mail.priyomail.net,24940,"HETZNER-AS, DE",2
mail.pronosoft.com,6738,"DRI, FR",2
mx6.name.com,36351,"SOFTLAYER, US",2
mail.test1byali.cfd,203446,"AS203446, GB",2
mx3.qq.com,132203,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",2
mx.inbox.eu,12993,"DEAC-AS, LV",2
mx2.startmail.com,28685,"ASN-ROUTIT, NL",2
pax.zz.de,24940,"HETZNER-AS, DE",2
mx1.uu.me,14618,"AMAZON-AES, US",2
mx.targetbyte.com,24940,"HETZNER-AS, DE",2
mx002.bluehost.xion.oxcs.net,29838,"AMC, US",2
mail.smtp99.com,63949,"AKAMAI-LINODE-AP Akamai Connected Cloud, SG",2
mx1.evapmail.com,16276,"OVH, FR",2
mx.mail.sohu.net,4837,"CHINA169-BACKBONE CHINA UNICOM China169 Backbone, CN",2
smtp.spamex.com,14618,"AMAZON-AES, US",2
mail.tempmail.sk,24940,"HETZNER-AS, DE",2
mail.tempmail.ch,24940,"HETZNER-AS, DE",2
mail.tempmail.com.tr,42846,"GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR",2
mail.tempmailled.com,42846,"GUZELHOSTING GNET INTERNET TELEKOMUNIKASYON A.S., TR",2
mrouterin.brutele.be,12392,"ASVOO VOO S.A., BE",2
mail.vemma.xyz,14061,"DIGITALOCEAN-ASN, US",2
inbound.mx0.in,14061,"DIGITALOCEAN-ASN, US",2
